#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1657   0.343303E+03  -0.274183E+02  -0.223238E-05  -0.274183E+02   0.187504E+02   0.187495E-06  -0.223238E-05   0.187495E-06   0.155464E-08
  1658   0.343568E+03  -0.277052E+02  -0.220421E-05  -0.277052E+02   0.186464E+02   0.186611E-06  -0.220421E-05   0.186611E-06   0.155233E-08
  1659   0.343850E+03  -0.279845E+02  -0.217071E-05  -0.279845E+02   0.185409E+02   0.185641E-06  -0.217071E-05   0.185641E-06   0.155002E-08
  1660   0.344141E+03  -0.282568E+02  -0.213209E-05  -0.282568E+02   0.184346E+02   0.184590E-06  -0.213209E-05   0.184590E-06   0.154772E-08
  1661   0.344462E+03  -0.285228E+02  -0.208856E-05  -0.285228E+02   0.183261E+02   0.183458E-06  -0.208856E-05   0.183458E-06   0.154543E-08
  1662   0.344792E+03  -0.287819E+02  -0.204032E-05  -0.287819E+02   0.182167E+02   0.182250E-06  -0.204032E-05   0.182250E-06   0.154314E-08
  1663   0.345146E+03  -0.290326E+02  -0.198760E-05  -0.290326E+02   0.181058E+02   0.180969E-06  -0.198760E-05   0.180969E-06   0.154085E-08
  1664   0.345509E+03  -0.292762E+02  -0.193059E-05  -0.292762E+02   0.179927E+02   0.179616E-06  -0.193059E-05   0.179616E-06   0.153856E-08
  1665   0.345895E+03  -0.295128E+02  -0.186950E-05  -0.295128E+02   0.178787E+02   0.178196E-06  -0.186950E-05   0.178196E-06   0.153628E-08
  1666   0.346297E+03  -0.297431E+02  -0.180455E-05  -0.297431E+02   0.177632E+02   0.176710E-06  -0.180455E-05   0.176710E-06   0.153401E-08
  1667   0.346708E+03  -0.299642E+02  -0.173595E-05  -0.299642E+02   0.176469E+02   0.175162E-06  -0.173595E-05   0.175162E-06   0.153173E-08
  1668   0.347143E+03  -0.301790E+02  -0.166390E-05  -0.301790E+02   0.175290E+02   0.173555E-06  -0.166390E-05   0.173555E-06   0.152947E-08
  1669   0.347587E+03  -0.303853E+02  -0.158862E-05  -0.303853E+02   0.174103E+02   0.171891E-06  -0.158862E-05   0.171891E-06   0.152720E-08
  1670   0.348040E+03  -0.305838E+02  -0.151031E-05  -0.305838E+02   0.172901E+02   0.170174E-06  -0.151031E-05   0.170174E-06   0.152494E-08
  1671   0.348516E+03  -0.307759E+02  -0.142918E-05  -0.307759E+02   0.171683E+02   0.168405E-06  -0.142918E-05   0.168405E-06   0.152268E-08
  1672   0.349001E+03  -0.309595E+02  -0.134545E-05  -0.309595E+02   0.170457E+02   0.166589E-06  -0.134545E-05   0.166589E-06   0.152043E-08
  1673   0.349488E+03  -0.311352E+02  -0.125932E-05  -0.311352E+02   0.169216E+02   0.164728E-06  -0.125932E-05   0.164728E-06   0.151818E-08
  1674   0.349999E+03  -0.313032E+02  -0.117100E-05  -0.313032E+02   0.167981E+02   0.162825E-06  -0.117100E-05   0.162825E-06   0.151594E-08
  1675   0.350503E+03  -0.314632E+02  -0.108070E-05  -0.314632E+02   0.166723E+02   0.160883E-06  -0.108070E-05   0.160883E-06   0.151369E-08
  1676   0.351032E+03  -0.316154E+02  -0.988635E-06  -0.316154E+02   0.165449E+02   0.158904E-06  -0.988635E-06   0.158904E-06   0.151146E-08
  1677   0.351570E+03  -0.317598E+02  -0.895008E-06  -0.317598E+02   0.164182E+02   0.156892E-06  -0.895008E-06   0.156892E-06   0.150922E-08
  1678   0.352101E+03  -0.318962E+02  -0.800032E-06  -0.318962E+02   0.162892E+02   0.154849E-06  -0.800032E-06   0.154849E-06   0.150699E-08
  1679   0.352650E+03  -0.320248E+02  -0.703915E-06  -0.320248E+02   0.161608E+02   0.152778E-06  -0.703915E-06   0.152778E-06   0.150477E-08
  1680   0.353207E+03  -0.321448E+02  -0.606867E-06  -0.321448E+02   0.160308E+02   0.150682E-06  -0.606867E-06   0.150682E-06   0.150254E-08
  1681   0.353773E+03  -0.322568E+02  -0.509098E-06  -0.322568E+02   0.158993E+02   0.148565E-06  -0.509098E-06   0.148565E-06   0.150032E-08
  1682   0.354334E+03  -0.323624E+02  -0.410817E-06  -0.323624E+02   0.157684E+02   0.146428E-06  -0.410817E-06   0.146428E-06   0.149811E-08
  1683   0.354911E+03  -0.324586E+02  -0.312233E-06  -0.324586E+02   0.156374E+02   0.144275E-06  -0.312233E-06   0.144275E-06   0.149590E-08
  1684   0.355490E+03  -0.325476E+02  -0.213556E-06  -0.325476E+02   0.155048E+02   0.142108E-06  -0.213556E-06   0.142108E-06   0.149369E-08
  1685   0.356078E+03  -0.326286E+02  -0.114996E-06  -0.326286E+02   0.153722E+02   0.139932E-06  -0.114996E-06   0.139932E-06   0.149149E-08
  1686   0.356668E+03  -0.327002E+02  -0.167612E-07  -0.327002E+02   0.152394E+02   0.137747E-06  -0.167612E-07   0.137747E-06   0.148929E-08
  1687   0.357253E+03  -0.327646E+02   0.809376E-07  -0.327646E+02   0.151050E+02   0.135558E-06   0.809376E-07   0.135558E-06   0.148709E-08
  1688   0.357854E+03  -0.328218E+02   0.177891E-06  -0.328218E+02   0.149713E+02   0.133367E-06   0.177891E-06   0.133367E-06   0.148490E-08
  1689   0.358442E+03  -0.328694E+02   0.273890E-06  -0.328694E+02   0.148374E+02   0.131176E-06   0.273890E-06   0.131176E-06   0.148271E-08
  1690   0.359031E+03  -0.329099E+02   0.368725E-06  -0.329099E+02   0.147027E+02   0.128990E-06   0.368725E-06   0.128990E-06   0.148052E-08
  1691   0.359630E+03  -0.329430E+02   0.462187E-06  -0.329430E+02   0.145686E+02   0.126810E-06   0.462187E-06   0.126810E-06   0.147834E-08
  1692   0.360231E+03  -0.329674E+02   0.554065E-06  -0.329674E+02   0.144329E+02   0.124640E-06   0.554065E-06   0.124640E-06   0.147616E-08
  1693   0.360827E+03  -0.329838E+02   0.644151E-06  -0.329838E+02   0.142978E+02   0.122483E-06   0.644151E-06   0.122483E-06   0.147399E-08
  1694   0.361417E+03  -0.329936E+02   0.732235E-06  -0.329936E+02   0.141634E+02   0.120341E-06   0.732235E-06   0.120341E-06   0.147182E-08
  1695   0.362016E+03  -0.329939E+02   0.818107E-06  -0.329939E+02   0.140273E+02   0.118217E-06   0.818107E-06   0.118217E-06   0.146965E-08
  1696   0.362610E+03  -0.329876E+02   0.901558E-06  -0.329876E+02   0.138926E+02   0.116114E-06   0.901558E-06   0.116114E-06   0.146749E-08
  1697   0.363191E+03  -0.329733E+02   0.982378E-06  -0.329733E+02   0.137570E+02   0.114035E-06   0.982378E-06   0.114035E-06   0.146533E-08
  1698   0.363781E+03  -0.329516E+02   0.106036E-05  -0.329516E+02   0.136220E+02   0.111983E-06   0.106036E-05   0.111983E-06   0.146318E-08
  1699   0.364366E+03  -0.329211E+02   0.113529E-05  -0.329211E+02   0.134868E+02   0.109961E-06   0.113529E-05   0.109961E-06   0.146102E-08
  1700   0.364946E+03  -0.328840E+02   0.120696E-05  -0.328840E+02   0.133508E+02   0.107972E-06   0.120696E-05   0.107972E-06   0.145888E-08
  1701   0.365513E+03  -0.328388E+02   0.127521E-05  -0.328388E+02   0.132169E+02   0.106017E-06   0.127521E-05   0.106017E-06   0.145673E-08
  1702   0.366089E+03  -0.327862E+02   0.134007E-05  -0.327862E+02   0.130821E+02   0.104096E-06   0.134007E-05   0.104096E-06   0.145459E-08
  1703   0.366652E+03  -0.327270E+02   0.140162E-05  -0.327270E+02   0.129487E+02   0.102207E-06   0.140162E-05   0.102207E-06   0.145245E-08
  1704   0.367210E+03  -0.326597E+02   0.145993E-05  -0.326597E+02   0.128143E+02   0.100348E-06   0.145993E-05   0.100348E-06   0.145032E-08
  1705   0.367763E+03  -0.325849E+02   0.151508E-05  -0.325849E+02   0.126813E+02   0.985185E-07   0.151508E-05   0.985185E-07   0.144819E-08
  1706   0.368302E+03  -0.325028E+02   0.156715E-05  -0.325028E+02   0.125467E+02   0.967159E-07   0.156715E-05   0.967159E-07   0.144606E-08
  1707   0.368844E+03  -0.324147E+02   0.161622E-05  -0.324147E+02   0.124134E+02   0.949387E-07   0.161622E-05   0.949387E-07   0.144394E-08
  1708   0.369372E+03  -0.323184E+02   0.166236E-05  -0.323184E+02   0.122815E+02   0.931854E-07   0.166236E-05   0.931854E-07   0.144182E-08
  1709   0.369895E+03  -0.322154E+02   0.170566E-05  -0.322154E+02   0.121502E+02   0.914541E-07   0.170566E-05   0.914541E-07   0.143970E-08
  1710   0.370405E+03  -0.321050E+02   0.174618E-05  -0.321050E+02   0.120202E+02   0.897432E-07   0.174618E-05   0.897432E-07   0.143759E-08
  1711   0.370902E+03  -0.319872E+02   0.178402E-05  -0.319872E+02   0.118908E+02   0.880510E-07   0.178402E-05   0.880510E-07   0.143548E-08
  1712   0.371401E+03  -0.318633E+02   0.181924E-05  -0.318633E+02   0.117606E+02   0.863759E-07   0.181924E-05   0.863759E-07   0.143338E-08
  1713   0.371879E+03  -0.317328E+02   0.185192E-05  -0.317328E+02   0.116317E+02   0.847162E-07   0.185192E-05   0.847162E-07   0.143128E-08
  1714   0.372344E+03  -0.315947E+02   0.188214E-05  -0.315947E+02   0.115042E+02   0.830702E-07   0.188214E-05   0.830702E-07   0.142918E-08
  1715   0.372796E+03  -0.314514E+02   0.190998E-05  -0.314514E+02   0.113765E+02   0.814363E-07   0.190998E-05   0.814363E-07   0.142708E-08
  1716   0.373249E+03  -0.313006E+02   0.193552E-05  -0.313006E+02   0.112502E+02   0.798127E-07   0.193552E-05   0.798127E-07   0.142499E-08
  1717   0.373682E+03  -0.311437E+02   0.195883E-05  -0.311437E+02   0.111245E+02   0.781978E-07   0.195883E-05   0.781978E-07   0.142290E-08
  1718   0.374094E+03  -0.309808E+02   0.197999E-05  -0.309808E+02   0.110001E+02   0.765899E-07   0.197999E-05   0.765899E-07   0.142082E-08
  1719   0.374500E+03  -0.308111E+02   0.199908E-05  -0.308111E+02   0.108764E+02   0.749874E-07   0.199908E-05   0.749874E-07   0.141874E-08
  1720   0.374901E+03  -0.306361E+02   0.201618E-05  -0.306361E+02   0.107540E+02   0.733885E-07   0.201618E-05   0.733885E-07   0.141666E-08
  1721   0.375280E+03  -0.304543E+02   0.203136E-05  -0.304543E+02   0.106329E+02   0.717916E-07   0.203136E-05   0.717916E-07   0.141459E-08
  1722   0.375654E+03  -0.302672E+02   0.204470E-05  -0.302672E+02   0.105118E+02   0.701950E-07   0.204470E-05   0.701950E-07   0.141252E-08
  1723   0.376007E+03  -0.300740E+02   0.205628E-05  -0.300740E+02   0.103920E+02   0.685971E-07   0.205628E-05   0.685971E-07   0.141045E-08
  1724   0.376339E+03  -0.298754E+02   0.206618E-05  -0.298754E+02   0.102743E+02   0.669961E-07   0.206618E-05   0.669961E-07   0.140839E-08
  1725   0.376658E+03  -0.296707E+02   0.207448E-05  -0.296707E+02   0.101564E+02   0.653905E-07   0.207448E-05   0.653905E-07   0.140633E-08
  1726   0.376963E+03  -0.294614E+02   0.208124E-05  -0.294614E+02   0.100407E+02   0.637784E-07   0.208124E-05   0.637784E-07   0.140427E-08
  1727   0.377255E+03  -0.292460E+02   0.208656E-05  -0.292460E+02   0.992561E+01   0.621583E-07   0.208656E-05   0.621583E-07   0.140222E-08
  1728   0.377526E+03  -0.290260E+02   0.209050E-05  -0.290260E+02   0.981335E+01   0.605285E-07   0.209050E-05   0.605285E-07   0.140017E-08
  1729   0.377790E+03  -0.288005E+02   0.209315E-05  -0.288005E+02   0.970170E+01   0.588872E-07   0.209315E-05   0.588872E-07   0.139813E-08
  1730   0.378019E+03  -0.285689E+02   0.209458E-05  -0.285689E+02   0.959068E+01   0.572329E-07   0.209458E-05   0.572329E-07   0.139608E-08
  1731   0.378242E+03  -0.283341E+02   0.209487E-05  -0.283341E+02   0.948101E+01   0.555638E-07   0.209487E-05   0.555638E-07   0.139405E-08
  1732   0.378444E+03  -0.280931E+02   0.209410E-05  -0.280931E+02   0.937272E+01   0.538783E-07   0.209410E-05   0.538783E-07   0.139201E-08
  1733   0.378632E+03  -0.278482E+02   0.209235E-05  -0.278482E+02   0.926652E+01   0.521747E-07   0.209235E-05   0.521747E-07   0.138998E-08
  1734   0.378798E+03  -0.275986E+02   0.208969E-05  -0.275986E+02   0.916095E+01   0.504513E-07   0.208969E-05   0.504513E-07   0.138795E-08
  1735   0.378944E+03  -0.273435E+02   0.208620E-05  -0.273435E+02   0.905749E+01   0.487065E-07   0.208620E-05   0.487065E-07   0.138592E-08
  1736   0.379076E+03  -0.270859E+02   0.208196E-05  -0.270859E+02   0.895465E+01   0.469385E-07   0.208196E-05   0.469385E-07   0.138390E-08
  1737   0.379187E+03  -0.268228E+02   0.207704E-05  -0.268228E+02   0.885466E+01   0.451457E-07   0.207704E-05   0.451457E-07   0.138188E-08
  1738   0.379277E+03  -0.265558E+02   0.207153E-05  -0.265558E+02   0.875530E+01   0.433265E-07   0.207153E-05   0.433265E-07   0.137987E-08
  1739   0.379360E+03  -0.262855E+02   0.206550E-05  -0.262855E+02   0.865804E+01   0.414791E-07   0.206550E-05   0.414791E-07   0.137786E-08
  1740   0.379407E+03  -0.260112E+02   0.205903E-05  -0.260112E+02   0.856216E+01   0.396018E-07   0.205903E-05   0.396018E-07   0.137585E-08
  1741   0.379455E+03  -0.257321E+02   0.205220E-05  -0.257321E+02   0.846764E+01   0.376931E-07   0.205220E-05   0.376931E-07   0.137384E-08
  1742   0.379467E+03  -0.254512E+02   0.204508E-05  -0.254512E+02   0.837524E+01   0.357512E-07   0.204508E-05   0.357512E-07   0.137184E-08
  1743   0.379465E+03  -0.251655E+02   0.203775E-05  -0.251655E+02   0.828420E+01   0.337744E-07   0.203775E-05   0.337744E-07   0.136984E-08
  1744   0.379442E+03  -0.248772E+02   0.203030E-05  -0.248772E+02   0.819528E+01   0.317611E-07   0.203030E-05   0.317611E-07   0.136785E-08
  1745   0.379397E+03  -0.245856E+02   0.202279E-05  -0.245856E+02   0.810699E+01   0.297097E-07   0.202279E-05   0.297097E-07   0.136586E-08
  1746   0.379331E+03  -0.242907E+02   0.201530E-05  -0.242907E+02   0.802156E+01   0.276183E-07   0.201530E-05   0.276183E-07   0.136387E-08
  1747   0.379251E+03  -0.239932E+02   0.200792E-05  -0.239932E+02   0.793824E+01   0.254854E-07   0.200792E-05   0.254854E-07   0.136188E-08
  1748   0.379142E+03  -0.236931E+02   0.200072E-05  -0.236931E+02   0.785704E+01   0.233093E-07   0.200072E-05   0.233093E-07   0.135990E-08
  1749   0.379012E+03  -0.233889E+02   0.199377E-05  -0.233889E+02   0.777647E+01   0.210883E-07   0.199377E-05   0.210883E-07   0.135792E-08
  1750   0.378860E+03  -0.230835E+02   0.198717E-05  -0.230835E+02   0.769801E+01   0.188207E-07   0.198717E-05   0.188207E-07   0.135595E-08
  1751   0.378686E+03  -0.227763E+02   0.198095E-05  -0.227763E+02   0.762093E+01   0.165056E-07   0.198095E-05   0.165056E-07   0.135398E-08
  1752   0.378498E+03  -0.224649E+02   0.197513E-05  -0.224649E+02   0.754523E+01   0.141454E-07   0.197513E-05   0.141454E-07   0.135201E-08
  1753   0.378289E+03  -0.221531E+02   0.196966E-05  -0.221531E+02   0.747091E+01   0.117433E-07   0.196966E-05   0.117433E-07   0.135004E-08
  1754   0.378058E+03  -0.218387E+02   0.196453E-05  -0.218387E+02   0.739946E+01   0.930217E-08   0.196453E-05   0.930217E-08   0.134808E-08
  1755   0.377805E+03  -0.215224E+02   0.195970E-05  -0.215224E+02   0.733065E+01   0.682530E-08   0.195970E-05   0.682530E-08   0.134612E-08
  1756   0.377538E+03  -0.212042E+02   0.195514E-05  -0.212042E+02   0.726271E+01   0.431576E-08   0.195514E-05   0.431576E-08   0.134417E-08
  1757   0.377242E+03  -0.208849E+02   0.195084E-05  -0.208849E+02   0.719676E+01   0.177668E-08   0.195084E-05   0.177668E-08   0.134221E-08
  1758   0.376916E+03  -0.205644E+02   0.194677E-05  -0.205644E+02   0.713264E+01  -0.788841E-09   0.194677E-05  -0.788841E-09   0.134026E-08
  1759   0.376584E+03  -0.202427E+02   0.194289E-05  -0.202427E+02   0.707051E+01  -0.337768E-08   0.194289E-05  -0.337768E-08   0.133832E-08
  1760   0.376222E+03  -0.199192E+02   0.193918E-05  -0.199192E+02   0.701044E+01  -0.598671E-08   0.193918E-05  -0.598671E-08   0.133638E-08
  1761   0.375838E+03  -0.195952E+02   0.193561E-05  -0.195952E+02   0.695229E+01  -0.861283E-08   0.193561E-05  -0.861283E-08   0.133444E-08
  1762   0.375433E+03  -0.192701E+02   0.193216E-05  -0.192701E+02   0.689599E+01  -0.112529E-07   0.193216E-05  -0.112529E-07   0.133250E-08
  1763   0.375013E+03  -0.189438E+02   0.192880E-05  -0.189438E+02   0.684183E+01  -0.139039E-07   0.192880E-05  -0.139039E-07   0.133057E-08
  1764   0.374578E+03  -0.186179E+02   0.192550E-05  -0.186179E+02   0.678975E+01  -0.165625E-07   0.192550E-05  -0.165625E-07   0.132864E-08
  1765   0.374106E+03  -0.182908E+02   0.192223E-05  -0.182908E+02   0.673944E+01  -0.192258E-07   0.192223E-05  -0.192258E-07   0.132671E-08
  1766   0.373620E+03  -0.179640E+02   0.191897E-05  -0.179640E+02   0.669107E+01  -0.218906E-07   0.191897E-05  -0.218906E-07   0.132479E-08
  1767   0.373112E+03  -0.176361E+02   0.191569E-05  -0.176361E+02   0.664463E+01  -0.245538E-07   0.191569E-05  -0.245538E-07   0.132287E-08
  1768   0.372581E+03  -0.173086E+02   0.191237E-05  -0.173086E+02   0.660026E+01  -0.272123E-07   0.191237E-05  -0.272123E-07   0.132095E-08
  1769   0.372036E+03  -0.169820E+02   0.190897E-05  -0.169820E+02   0.655784E+01  -0.298629E-07   0.190897E-05  -0.298629E-07   0.131904E-08
  1770   0.371461E+03  -0.166544E+02   0.190547E-05  -0.166544E+02   0.651728E+01  -0.325026E-07   0.190547E-05  -0.325026E-07   0.131713E-08
  1771   0.370871E+03  -0.163278E+02   0.190185E-05  -0.163278E+02   0.647881E+01  -0.351281E-07   0.190185E-05  -0.351281E-07   0.131522E-08
  1772   0.370266E+03  -0.160023E+02   0.189807E-05  -0.160023E+02   0.644221E+01  -0.377365E-07   0.189807E-05  -0.377365E-07   0.131332E-08
  1773   0.369624E+03  -0.156756E+02   0.189411E-05  -0.156756E+02   0.640755E+01  -0.403246E-07   0.189411E-05  -0.403246E-07   0.131141E-08
  1774   0.368975E+03  -0.153514E+02   0.188994E-05  -0.153514E+02   0.637492E+01  -0.428892E-07   0.188994E-05  -0.428892E-07   0.130952E-08
  1775   0.368303E+03  -0.150277E+02   0.188553E-05  -0.150277E+02   0.634423E+01  -0.454273E-07   0.188553E-05  -0.454273E-07   0.130762E-08
  1776   0.367617E+03  -0.147042E+02   0.188086E-05  -0.147042E+02   0.631542E+01  -0.479358E-07   0.188086E-05  -0.479358E-07   0.130573E-08
  1777   0.366892E+03  -0.143833E+02   0.187591E-05  -0.143833E+02   0.628872E+01  -0.504115E-07   0.187591E-05  -0.504115E-07   0.130384E-08
  1778   0.366161E+03  -0.140627E+02   0.187063E-05  -0.140627E+02   0.626383E+01  -0.528512E-07   0.187063E-05  -0.528512E-07   0.130196E-08
  1779   0.365406E+03  -0.137439E+02   0.186501E-05  -0.137439E+02   0.624097E+01  -0.552520E-07   0.186501E-05  -0.552520E-07   0.130007E-08
  1780   0.364637E+03  -0.134262E+02   0.185902E-05  -0.134262E+02   0.621999E+01  -0.576107E-07   0.185902E-05  -0.576107E-07   0.129819E-08
  1781   0.363852E+03  -0.131103E+02   0.185264E-05  -0.131103E+02   0.620091E+01  -0.599241E-07   0.185264E-05  -0.599241E-07   0.129632E-08
  1782   0.363030E+03  -0.127962E+02   0.184582E-05  -0.127962E+02   0.618379E+01  -0.621891E-07   0.184582E-05  -0.621891E-07   0.129444E-08
  1783   0.362200E+03  -0.124839E+02   0.183856E-05  -0.124839E+02   0.616857E+01  -0.644027E-07   0.183856E-05  -0.644027E-07   0.129257E-08
  1784   0.361362E+03  -0.121727E+02   0.183082E-05  -0.121727E+02   0.615516E+01  -0.665617E-07   0.183082E-05  -0.665617E-07   0.129071E-08
  1785   0.360494E+03  -0.118648E+02   0.182257E-05  -0.118648E+02   0.614373E+01  -0.686630E-07   0.182257E-05  -0.686630E-07   0.128884E-08
  1786   0.359611E+03  -0.115587E+02   0.181379E-05  -0.115587E+02   0.613413E+01  -0.707035E-07   0.181379E-05  -0.707035E-07   0.128698E-08
  1787   0.358712E+03  -0.112544E+02   0.180445E-05  -0.112544E+02   0.612651E+01  -0.726800E-07   0.180445E-05  -0.726800E-07   0.128512E-08
  1788   0.357798E+03  -0.109542E+02   0.179452E-05  -0.109542E+02   0.612064E+01  -0.745895E-07   0.179452E-05  -0.745895E-07   0.128327E-08
  1789   0.356861E+03  -0.106550E+02   0.178397E-05  -0.106550E+02   0.611660E+01  -0.764288E-07   0.178397E-05  -0.764288E-07   0.128142E-08
  1790   0.355901E+03  -0.103591E+02   0.177279E-05  -0.103591E+02   0.611441E+01  -0.781948E-07   0.177279E-05  -0.781948E-07   0.127957E-08
  1791   0.354933E+03  -0.100665E+02   0.176094E-05  -0.100665E+02   0.611397E+01  -0.798844E-07   0.176094E-05  -0.798844E-07   0.127772E-08
  1792   0.353949E+03  -0.977569E+01   0.174839E-05  -0.977569E+01   0.611538E+01  -0.814945E-07   0.174839E-05  -0.814945E-07   0.127588E-08
  1793   0.352935E+03  -0.948819E+01   0.173512E-05  -0.948819E+01   0.611855E+01  -0.830220E-07   0.173512E-05  -0.830220E-07   0.127404E-08
  1794   0.351920E+03  -0.920398E+01   0.172110E-05  -0.920398E+01   0.612342E+01  -0.844637E-07   0.172110E-05  -0.844637E-07   0.127220E-08
  1795   0.350889E+03  -0.892306E+01   0.170630E-05  -0.892306E+01   0.613021E+01  -0.858166E-07   0.170630E-05  -0.858166E-07   0.127037E-08
  1796   0.349813E+03  -0.864469E+01   0.169071E-05  -0.864469E+01   0.613863E+01  -0.870774E-07   0.169071E-05  -0.870774E-07   0.126854E-08
  1797   0.348759E+03  -0.837035E+01   0.167428E-05  -0.837035E+01   0.614868E+01  -0.882432E-07   0.167428E-05  -0.882432E-07   0.126671E-08
  1798   0.347673E+03  -0.809856E+01   0.165699E-05  -0.809856E+01   0.616043E+01  -0.893108E-07   0.165699E-05  -0.893108E-07   0.126489E-08
  1799   0.346572E+03  -0.783081E+01   0.163882E-05  -0.783081E+01   0.617397E+01  -0.902770E-07   0.163882E-05  -0.902770E-07   0.126307E-08
  1800   0.345463E+03  -0.756709E+01   0.161974E-05  -0.756709E+01   0.618914E+01  -0.911388E-07   0.161974E-05  -0.911388E-07   0.126125E-08
  1801   0.344345E+03  -0.730636E+01   0.159973E-05  -0.730636E+01   0.620587E+01  -0.918942E-07   0.159973E-05  -0.918942E-07   0.125943E-08
  1802   0.343218E+03  -0.704982E+01   0.157886E-05  -0.704982E+01   0.622417E+01  -0.925465E-07   0.157886E-05  -0.925465E-07   0.125762E-08
  1803   0.342068E+03  -0.679763E+01   0.155719E-05  -0.679763E+01   0.624411E+01  -0.931001E-07   0.155719E-05  -0.931001E-07   0.125581E-08
  1804   0.340895E+03  -0.654837E+01   0.153480E-05  -0.654837E+01   0.626555E+01  -0.935593E-07   0.153480E-05  -0.935593E-07   0.125400E-08
  1805   0.339714E+03  -0.630363E+01   0.151176E-05  -0.630363E+01   0.628863E+01  -0.939286E-07   0.151176E-05  -0.939286E-07   0.125220E-08
  1806   0.338531E+03  -0.606295E+01   0.148814E-05  -0.606295E+01   0.631329E+01  -0.942124E-07   0.148814E-05  -0.942124E-07   0.125040E-08
  1807   0.337325E+03  -0.582657E+01   0.146400E-05  -0.582657E+01   0.633945E+01  -0.944151E-07   0.146400E-05  -0.944151E-07   0.124860E-08
  1808   0.336110E+03  -0.559428E+01   0.143943E-05  -0.559428E+01   0.636689E+01  -0.945411E-07   0.143943E-05  -0.945411E-07   0.124680E-08
  1809   0.334887E+03  -0.536646E+01   0.141450E-05  -0.536646E+01   0.639568E+01  -0.945948E-07   0.141450E-05  -0.945948E-07   0.124501E-08
  1810   0.333655E+03  -0.514310E+01   0.138927E-05  -0.514310E+01   0.642605E+01  -0.945806E-07   0.138927E-05  -0.945806E-07   0.124322E-08
  1811   0.332400E+03  -0.492415E+01   0.136382E-05  -0.492415E+01   0.645779E+01  -0.945030E-07   0.136382E-05  -0.945030E-07   0.124143E-08
  1812   0.331144E+03  -0.470991E+01   0.133822E-05  -0.470991E+01   0.649096E+01  -0.943662E-07   0.133822E-05  -0.943662E-07   0.123965E-08
  1813   0.329879E+03  -0.450023E+01   0.131254E-05  -0.450023E+01   0.652542E+01  -0.941749E-07   0.131254E-05  -0.941749E-07   0.123787E-08
  1814   0.328598E+03  -0.429528E+01   0.128685E-05  -0.429528E+01   0.656117E+01  -0.939333E-07   0.128685E-05  -0.939333E-07   0.123609E-08
  1815   0.327316E+03  -0.409506E+01   0.126122E-05  -0.409506E+01   0.659821E+01  -0.936458E-07   0.126122E-05  -0.936458E-07   0.123432E-08
  1816   0.326026E+03  -0.389981E+01   0.123573E-05  -0.389981E+01   0.663648E+01  -0.933170E-07   0.123573E-05  -0.933170E-07   0.123255E-08
  1817   0.324719E+03  -0.370922E+01   0.121045E-05  -0.370922E+01   0.667597E+01  -0.929511E-07   0.121045E-05  -0.929511E-07   0.123078E-08
  1818   0.323404E+03  -0.352361E+01   0.118545E-05  -0.352361E+01   0.671668E+01  -0.925526E-07   0.118545E-05  -0.925526E-07   0.122901E-08
  1819   0.322065E+03  -0.334306E+01   0.116080E-05  -0.334306E+01   0.675870E+01  -0.921260E-07   0.116080E-05  -0.921260E-07   0.122725E-08
  1820   0.320740E+03  -0.316751E+01   0.113657E-05  -0.316751E+01   0.680164E+01  -0.916755E-07   0.113657E-05  -0.916755E-07   0.122549E-08
  1821   0.319413E+03  -0.299702E+01   0.111284E-05  -0.299702E+01   0.684582E+01  -0.912057E-07   0.111284E-05  -0.912057E-07   0.122373E-08
  1822   0.318071E+03  -0.283169E+01   0.108967E-05  -0.283169E+01   0.689100E+01  -0.907209E-07   0.108967E-05  -0.907209E-07   0.122197E-08
  1823   0.316750E+03  -0.267152E+01   0.106713E-05  -0.267152E+01   0.693735E+01  -0.902256E-07   0.106713E-05  -0.902256E-07   0.122022E-08
  1824   0.315397E+03  -0.251645E+01   0.104531E-05  -0.251645E+01   0.698441E+01  -0.897241E-07   0.104531E-05  -0.897241E-07   0.121847E-08
  1825   0.314044E+03  -0.236678E+01   0.102427E-05  -0.236678E+01   0.703241E+01  -0.892209E-07   0.102427E-05  -0.892209E-07   0.121672E-08
  1826   0.312681E+03  -0.222230E+01   0.100407E-05  -0.222230E+01   0.708218E+01  -0.887203E-07   0.100407E-05  -0.887203E-07   0.121498E-08
  1827   0.311325E+03  -0.208308E+01   0.984805E-06  -0.208308E+01   0.713251E+01  -0.882268E-07   0.984805E-06  -0.882268E-07   0.121324E-08
  1828   0.309953E+03  -0.194928E+01   0.966533E-06  -0.194928E+01   0.718364E+01  -0.877448E-07   0.966533E-06  -0.877448E-07   0.121150E-08
  1829   0.308580E+03  -0.182077E+01   0.949327E-06  -0.182077E+01   0.723484E+01  -0.872788E-07   0.949327E-06  -0.872788E-07   0.120977E-08
  1830   0.307205E+03  -0.169761E+01   0.933259E-06  -0.169761E+01   0.728831E+01  -0.868330E-07   0.933259E-06  -0.868330E-07   0.120803E-08
  1831   0.305829E+03  -0.157991E+01   0.918402E-06  -0.157991E+01   0.734185E+01  -0.864119E-07   0.918402E-06  -0.864119E-07   0.120630E-08
  1832   0.304444E+03  -0.146765E+01   0.904826E-06  -0.146765E+01   0.739620E+01  -0.860200E-07   0.904826E-06  -0.860200E-07   0.120458E-08
