#    L    TT             EE             BB             TE          
  1168   0.111397E+04   0.126773E+02   0.753879E-01  -0.143543E+02
  1169   0.111115E+04   0.127320E+02   0.753639E-01  -0.136044E+02
  1170   0.110827E+04   0.127904E+02   0.753390E-01  -0.128621E+02
  1171   0.110525E+04   0.128533E+02   0.753132E-01  -0.121302E+02
  1172   0.110224E+04   0.129201E+02   0.752864E-01  -0.114081E+02
  1173   0.109916E+04   0.129906E+02   0.752587E-01  -0.106956E+02
  1174   0.109601E+04   0.130641E+02   0.752301E-01  -0.999377E+01
  1175   0.109280E+04   0.131415E+02   0.752006E-01  -0.930257E+01
  1176   0.108945E+04   0.132226E+02   0.751702E-01  -0.862267E+01
  1177   0.108618E+04   0.133084E+02   0.751389E-01  -0.795358E+01
  1178   0.108277E+04   0.133965E+02   0.751067E-01  -0.729594E+01
  1179   0.107944E+04   0.134899E+02   0.750736E-01  -0.664991E+01
  1180   0.107597E+04   0.135865E+02   0.750396E-01  -0.601577E+01
  1181   0.107250E+04   0.136855E+02   0.750047E-01  -0.539376E+01
  1182   0.106889E+04   0.137883E+02   0.749689E-01  -0.478415E+01
  1183   0.106529E+04   0.138943E+02   0.749323E-01  -0.418704E+01
  1184   0.106162E+04   0.140027E+02   0.748948E-01  -0.360280E+01
  1185   0.105795E+04   0.141158E+02   0.748565E-01  -0.303147E+01
  1186   0.105422E+04   0.142314E+02   0.748173E-01  -0.247344E+01
  1187   0.105049E+04   0.143501E+02   0.747773E-01  -0.192882E+01
  1188   0.104669E+04   0.144714E+02   0.747365E-01  -0.139794E+01
  1189   0.104282E+04   0.145958E+02   0.746948E-01  -0.880694E+00
  1190   0.103895E+04   0.147228E+02   0.746523E-01  -0.377489E+00
  1191   0.103502E+04   0.148530E+02   0.746091E-01   0.111777E+00
  1192   0.103109E+04   0.149858E+02   0.745650E-01   0.586690E+00
  1193   0.102708E+04   0.151211E+02   0.745201E-01   0.104728E+01
  1194   0.102308E+04   0.152590E+02   0.744744E-01   0.149350E+01
  1195   0.101909E+04   0.153994E+02   0.744280E-01   0.192509E+01
  1196   0.101494E+04   0.155432E+02   0.743808E-01   0.234162E+01
  1197   0.101087E+04   0.156881E+02   0.743329E-01   0.274341E+01
  1198   0.100673E+04   0.158356E+02   0.742842E-01   0.312909E+01
  1199   0.100259E+04   0.159851E+02   0.742347E-01   0.350091E+01
  1200   0.998382E+03   0.161371E+02   0.741846E-01   0.385733E+01
  1201   0.994245E+03   0.162904E+02   0.741337E-01   0.419762E+01
  1202   0.989960E+03   0.164471E+02   0.740821E-01   0.452328E+01
  1203   0.985750E+03   0.166050E+02   0.740298E-01   0.483283E+01
  1204   0.981466E+03   0.167649E+02   0.739768E-01   0.512701E+01
  1205   0.977182E+03   0.169252E+02   0.739232E-01   0.540507E+01
  1206   0.972897E+03   0.170883E+02   0.738689E-01   0.566776E+01
  1207   0.968687E+03   0.172527E+02   0.738139E-01   0.591359E+01
  1208   0.964401E+03   0.174191E+02   0.737583E-01   0.614479E+01
  1209   0.960040E+03   0.175860E+02   0.737020E-01   0.635986E+01
  1210   0.955753E+03   0.177543E+02   0.736451E-01   0.655806E+01
  1211   0.951389E+03   0.179246E+02   0.735877E-01   0.674013E+01
  1212   0.947099E+03   0.180956E+02   0.735296E-01   0.690680E+01
  1213   0.942732E+03   0.182671E+02   0.734709E-01   0.705806E+01
  1214   0.938438E+03   0.184408E+02   0.734116E-01   0.719241E+01
  1215   0.934141E+03   0.186144E+02   0.733518E-01   0.731060E+01
  1216   0.929842E+03   0.187894E+02   0.732914E-01   0.741260E+01
  1217   0.925391E+03   0.189651E+02   0.732305E-01   0.749916E+01
  1218   0.921086E+03   0.191422E+02   0.731691E-01   0.756876E+01
  1219   0.916704E+03   0.193185E+02   0.731071E-01   0.762363E+01
  1220   0.912392E+03   0.194956E+02   0.730447E-01   0.766151E+01
  1221   0.908077E+03   0.196726E+02   0.729818E-01   0.768388E+01
  1222   0.903758E+03   0.198512E+02   0.729184E-01   0.768924E+01
  1223   0.899435E+03   0.200298E+02   0.728545E-01   0.768053E+01
  1224   0.895107E+03   0.202070E+02   0.727902E-01   0.765402E+01
  1225   0.890849E+03   0.203857E+02   0.727255E-01   0.761192E+01
  1226   0.886586E+03   0.205637E+02   0.726603E-01   0.755495E+01
  1227   0.882393E+03   0.207419E+02   0.725948E-01   0.748160E+01
  1228   0.878120E+03   0.209202E+02   0.725289E-01   0.739333E+01
  1229   0.873915E+03   0.210978E+02   0.724626E-01   0.728863E+01
  1230   0.869556E+03   0.212749E+02   0.723960E-01   0.716970E+01
  1231   0.865340E+03   0.214522E+02   0.723290E-01   0.703503E+01
  1232   0.861118E+03   0.216281E+02   0.722618E-01   0.688607E+01
  1233   0.857037E+03   0.218050E+02   0.721942E-01   0.672056E+01
  1234   0.852876E+03   0.219798E+02   0.721263E-01   0.654145E+01
  1235   0.849005E+03   0.221550E+02   0.720582E-01   0.634722E+01
  1236   0.844977E+03   0.223281E+02   0.719898E-01   0.613858E+01
  1237   0.840943E+03   0.225007E+02   0.719212E-01   0.591474E+01
  1238   0.836975E+03   0.226729E+02   0.718524E-01   0.567642E+01
  1239   0.833000E+03   0.228432E+02   0.717833E-01   0.542358E+01
  1240   0.829016E+03   0.230130E+02   0.717141E-01   0.515767E+01
  1241   0.825172E+03   0.231810E+02   0.716448E-01   0.487717E+01
  1242   0.821246E+03   0.233493E+02   0.715752E-01   0.458425E+01
  1243   0.817385E+03   0.235143E+02   0.715056E-01   0.427570E+01
  1244   0.813590E+03   0.236796E+02   0.714358E-01   0.395525E+01
  1245   0.809860E+03   0.238431E+02   0.713660E-01   0.362123E+01
  1246   0.806120E+03   0.240041E+02   0.712960E-01   0.327530E+01
  1247   0.802371E+03   0.241640E+02   0.712260E-01   0.291586E+01
  1248   0.798686E+03   0.243221E+02   0.711559E-01   0.254353E+01
  1249   0.795065E+03   0.244799E+02   0.710859E-01   0.215915E+01
  1250   0.791509E+03   0.246346E+02   0.710158E-01   0.176254E+01
  1251   0.787942E+03   0.247867E+02   0.709457E-01   0.135379E+01
  1252   0.784513E+03   0.249386E+02   0.708756E-01   0.933074E+00
  1253   0.781000E+03   0.250873E+02   0.708056E-01   0.501021E+00
  1254   0.777550E+03   0.252336E+02   0.707356E-01   0.576558E-01
  1255   0.774163E+03   0.253789E+02   0.706656E-01  -0.396919E+00
  1256   0.770914E+03   0.255211E+02   0.705958E-01  -0.862137E+00
  1257   0.767654E+03   0.256616E+02   0.705261E-01  -0.133800E+01
  1258   0.764383E+03   0.257989E+02   0.704564E-01  -0.182415E+01
  1259   0.761176E+03   0.259346E+02   0.703869E-01  -0.232036E+01
  1260   0.758031E+03   0.260672E+02   0.703176E-01  -0.282631E+01
  1261   0.754949E+03   0.261981E+02   0.702483E-01  -0.334184E+01
  1262   0.751930E+03   0.263267E+02   0.701793E-01  -0.386649E+01
  1263   0.748974E+03   0.264521E+02   0.701104E-01  -0.440031E+01
  1264   0.746007E+03   0.265752E+02   0.700418E-01  -0.494305E+01
  1265   0.743176E+03   0.266953E+02   0.699733E-01  -0.549426E+01
  1266   0.740334E+03   0.268130E+02   0.699051E-01  -0.605355E+01
  1267   0.737554E+03   0.269269E+02   0.698371E-01  -0.662097E+01
  1268   0.734845E+03   0.270400E+02   0.697693E-01  -0.719620E+01
  1269   0.732205E+03   0.271477E+02   0.697018E-01  -0.777850E+01
  1270   0.729598E+03   0.272532E+02   0.696345E-01  -0.836880E+01
  1271   0.727062E+03   0.273564E+02   0.695676E-01  -0.896554E+01
  1272   0.724565E+03   0.274566E+02   0.695009E-01  -0.956878E+01
  1273   0.722108E+03   0.275530E+02   0.694345E-01  -0.101786E+02
  1274   0.719721E+03   0.276457E+02   0.693685E-01  -0.107943E+02
  1275   0.717389E+03   0.277361E+02   0.693027E-01  -0.114151E+02
  1276   0.715105E+03   0.278235E+02   0.692373E-01  -0.120420E+02
  1277   0.712883E+03   0.279079E+02   0.691722E-01  -0.126734E+02
  1278   0.710715E+03   0.279885E+02   0.691075E-01  -0.133103E+02
  1279   0.708610E+03   0.280655E+02   0.690431E-01  -0.139511E+02
  1280   0.706568E+03   0.281402E+02   0.689791E-01  -0.145974E+02
  1281   0.704580E+03   0.282112E+02   0.689155E-01  -0.152463E+02
  1282   0.702655E+03   0.282785E+02   0.688522E-01  -0.158994E+02
  1283   0.700784E+03   0.283428E+02   0.687894E-01  -0.165560E+02
  1284   0.698976E+03   0.284035E+02   0.687269E-01  -0.172161E+02
  1285   0.697216E+03   0.284612E+02   0.686649E-01  -0.178784E+02
  1286   0.695518E+03   0.285144E+02   0.686032E-01  -0.185436E+02
  1287   0.693882E+03   0.285648E+02   0.685420E-01  -0.192103E+02
  1288   0.692309E+03   0.286114E+02   0.684812E-01  -0.198801E+02
  1289   0.690790E+03   0.286551E+02   0.684209E-01  -0.205501E+02
  1290   0.689327E+03   0.286944E+02   0.683610E-01  -0.212226E+02
  1291   0.687927E+03   0.287308E+02   0.683016E-01  -0.218961E+02
  1292   0.686582E+03   0.287620E+02   0.682426E-01  -0.225707E+02
  1293   0.685292E+03   0.287918E+02   0.681841E-01  -0.232466E+02
  1294   0.684072E+03   0.288172E+02   0.681260E-01  -0.239200E+02
  1295   0.682900E+03   0.288389E+02   0.680685E-01  -0.245954E+02
  1296   0.681783E+03   0.288577E+02   0.680114E-01  -0.252686E+02
  1297   0.680730E+03   0.288729E+02   0.679548E-01  -0.259425E+02
  1298   0.679732E+03   0.288844E+02   0.678988E-01  -0.266149E+02
  1299   0.678782E+03   0.288922E+02   0.678432E-01  -0.272868E+02
  1300   0.677903E+03   0.288957E+02   0.677882E-01  -0.279566E+02
  1301   0.677080E+03   0.288970E+02   0.677336E-01  -0.286244E+02
  1302   0.676305E+03   0.288939E+02   0.676796E-01  -0.292896E+02
  1303   0.675586E+03   0.288871E+02   0.676261E-01  -0.299537E+02
  1304   0.674923E+03   0.288775E+02   0.675732E-01  -0.306145E+02
  1305   0.674317E+03   0.288634E+02   0.675208E-01  -0.312735E+02
  1306   0.673752E+03   0.288471E+02   0.674690E-01  -0.319279E+02
  1307   0.673258E+03   0.288265E+02   0.674177E-01  -0.325783E+02
  1308   0.672814E+03   0.288021E+02   0.673669E-01  -0.332271E+02
  1309   0.672411E+03   0.287734E+02   0.673168E-01  -0.338699E+02
  1310   0.672073E+03   0.287424E+02   0.672672E-01  -0.345098E+02
  1311   0.671776E+03   0.287078E+02   0.672181E-01  -0.351444E+02
  1312   0.671559E+03   0.286702E+02   0.671697E-01  -0.357739E+02
  1313   0.671370E+03   0.286282E+02   0.671218E-01  -0.363990E+02
  1314   0.671238E+03   0.285832E+02   0.670745E-01  -0.370176E+02
  1315   0.671149E+03   0.285352E+02   0.670278E-01  -0.376312E+02
  1316   0.671118E+03   0.284828E+02   0.669816E-01  -0.382384E+02
  1317   0.671137E+03   0.284288E+02   0.669361E-01  -0.388400E+02
  1318   0.671192E+03   0.283697E+02   0.668912E-01  -0.394345E+02
  1319   0.671298E+03   0.283076E+02   0.668468E-01  -0.400234E+02
  1320   0.671447E+03   0.282424E+02   0.668031E-01  -0.406046E+02
  1321   0.671640E+03   0.281750E+02   0.667599E-01  -0.411796E+02
  1322   0.671884E+03   0.281024E+02   0.667174E-01  -0.417462E+02
  1323   0.672173E+03   0.280275E+02   0.666754E-01  -0.423052E+02
  1324   0.672506E+03   0.279495E+02   0.666341E-01  -0.428574E+02
  1325   0.672876E+03   0.278685E+02   0.665933E-01  -0.434006E+02
  1326   0.673298E+03   0.277844E+02   0.665532E-01  -0.439364E+02
  1327   0.673742E+03   0.276980E+02   0.665136E-01  -0.444639E+02
  1328   0.674247E+03   0.276086E+02   0.664746E-01  -0.449812E+02
  1329   0.674782E+03   0.275153E+02   0.664363E-01  -0.454910E+02
  1330   0.675355E+03   0.274189E+02   0.663985E-01  -0.459914E+02
  1331   0.675974E+03   0.273202E+02   0.663613E-01  -0.464822E+02
  1332   0.676616E+03   0.272184E+02   0.663247E-01  -0.469644E+02
  1333   0.677305E+03   0.271134E+02   0.662886E-01  -0.474356E+02
  1334   0.678025E+03   0.270068E+02   0.662532E-01  -0.478983E+02
  1335   0.678778E+03   0.268963E+02   0.662183E-01  -0.483508E+02
  1336   0.679569E+03   0.267841E+02   0.661840E-01  -0.487918E+02
  1337   0.680393E+03   0.266680E+02   0.661502E-01  -0.492235E+02
  1338   0.681242E+03   0.265503E+02   0.661170E-01  -0.496446E+02
  1339   0.682131E+03   0.264293E+02   0.660843E-01  -0.500556E+02
  1340   0.683046E+03   0.263066E+02   0.660522E-01  -0.504568E+02
  1341   0.683987E+03   0.261822E+02   0.660206E-01  -0.508459E+02
  1342   0.684954E+03   0.260545E+02   0.659895E-01  -0.512244E+02
  1343   0.685954E+03   0.259243E+02   0.659590E-01  -0.515916E+02
  1344   0.686981E+03   0.257917E+02   0.659289E-01  -0.519476E+02
  1345   0.688020E+03   0.256580E+02   0.658994E-01  -0.522915E+02
  1346   0.689094E+03   0.255210E+02   0.658704E-01  -0.526258E+02
  1347   0.690195E+03   0.253821E+02   0.658418E-01  -0.529474E+02
  1348   0.691309E+03   0.252415E+02   0.658137E-01  -0.532570E+02
  1349   0.692459E+03   0.250975E+02   0.657861E-01  -0.535549E+02
  1350   0.693614E+03   0.249532E+02   0.657590E-01  -0.538409E+02
  1351   0.694798E+03   0.248062E+02   0.657323E-01  -0.541150E+02
  1352   0.695988E+03   0.246574E+02   0.657060E-01  -0.543766E+02
  1353   0.697208E+03   0.245082E+02   0.656802E-01  -0.546265E+02
  1354   0.698434E+03   0.243563E+02   0.656547E-01  -0.548645E+02
  1355   0.699689E+03   0.242025E+02   0.656297E-01  -0.550900E+02
  1356   0.700959E+03   0.240482E+02   0.656051E-01  -0.553044E+02
  1357   0.702237E+03   0.238912E+02   0.655809E-01  -0.555048E+02
  1358   0.703514E+03   0.237330E+02   0.655571E-01  -0.556913E+02
  1359   0.704807E+03   0.235736E+02   0.655336E-01  -0.558674E+02
  1360   0.706094E+03   0.234144E+02   0.655105E-01  -0.560296E+02
  1361   0.707411E+03   0.232518E+02   0.654877E-01  -0.561799E+02
  1362   0.708714E+03   0.230885E+02   0.654653E-01  -0.563163E+02
  1363   0.710033E+03   0.229240E+02   0.654432E-01  -0.564423E+02
  1364   0.711332E+03   0.227590E+02   0.654215E-01  -0.565536E+02
  1365   0.712721E+03   0.225926E+02   0.654000E-01  -0.566516E+02
  1366   0.714038E+03   0.224248E+02   0.653789E-01  -0.567386E+02
  1367   0.715358E+03   0.222557E+02   0.653580E-01  -0.568123E+02
  1368   0.716753E+03   0.220875E+02   0.653374E-01  -0.568727E+02
  1369   0.718078E+03   0.219172E+02   0.653171E-01  -0.569198E+02
  1370   0.719405E+03   0.217469E+02   0.652970E-01  -0.569551E+02
  1371   0.720735E+03   0.215760E+02   0.652772E-01  -0.569770E+02
  1372   0.722068E+03   0.214043E+02   0.652576E-01  -0.569864E+02
  1373   0.723405E+03   0.212327E+02   0.652383E-01  -0.569831E+02
  1374   0.724745E+03   0.210604E+02   0.652192E-01  -0.569665E+02
  1375   0.726090E+03   0.208874E+02   0.652003E-01  -0.569381E+02
  1376   0.727438E+03   0.207144E+02   0.651816E-01  -0.568962E+02
  1377   0.728791E+03   0.205420E+02   0.651631E-01  -0.568424E+02
  1378   0.730148E+03   0.203674E+02   0.651448E-01  -0.567759E+02
  1379   0.731436E+03   0.201950E+02   0.651267E-01  -0.566967E+02
  1380   0.732728E+03   0.200203E+02   0.651087E-01  -0.566056E+02
  1381   0.734026E+03   0.198470E+02   0.650909E-01  -0.565010E+02
  1382   0.735181E+03   0.196736E+02   0.650732E-01  -0.563836E+02
  1383   0.736489E+03   0.195000E+02   0.650557E-01  -0.562549E+02
  1384   0.737655E+03   0.193271E+02   0.650383E-01  -0.561134E+02
  1385   0.738827E+03   0.191540E+02   0.650211E-01  -0.559598E+02
  1386   0.740005E+03   0.189815E+02   0.650039E-01  -0.557941E+02
  1387   0.741115E+03   0.188096E+02   0.649868E-01  -0.556162E+02
  1388   0.742380E+03   0.186375E+02   0.649699E-01  -0.554270E+02
  1389   0.743504E+03   0.184659E+02   0.649530E-01  -0.552247E+02
  1390   0.744560E+03   0.182955E+02   0.649362E-01  -0.550125E+02
  1391   0.745697E+03   0.181256E+02   0.649194E-01  -0.547880E+02
  1392   0.746768E+03   0.179563E+02   0.649027E-01  -0.545520E+02
  1393   0.747846E+03   0.177881E+02   0.648860E-01  -0.543044E+02
  1394   0.748858E+03   0.176204E+02   0.648694E-01  -0.540467E+02
  1395   0.749878E+03   0.174531E+02   0.648528E-01  -0.537765E+02
  1396   0.750906E+03   0.172877E+02   0.648362E-01  -0.534969E+02
  1397   0.751868E+03   0.171227E+02   0.648196E-01  -0.532056E+02
  1398   0.752764E+03   0.169581E+02   0.648030E-01  -0.529032E+02
  1399   0.753669E+03   0.167961E+02   0.647863E-01  -0.525906E+02
  1400   0.754582E+03   0.166344E+02   0.647697E-01  -0.522676E+02
  1401   0.755431E+03   0.164731E+02   0.647529E-01  -0.519341E+02
  1402   0.756289E+03   0.163144E+02   0.647362E-01  -0.515910E+02
  1403   0.757082E+03   0.161567E+02   0.647193E-01  -0.512374E+02
  1404   0.757810E+03   0.160008E+02   0.647024E-01  -0.508741E+02
  1405   0.758622E+03   0.158451E+02   0.646853E-01  -0.505009E+02
  1406   0.759295E+03   0.156920E+02   0.646682E-01  -0.501194E+02
  1407   0.759903E+03   0.155399E+02   0.646509E-01  -0.497279E+02
  1408   0.760670E+03   0.153889E+02   0.646336E-01  -0.493272E+02
  1409   0.761224E+03   0.152403E+02   0.646160E-01  -0.489173E+02
  1410   0.761863E+03   0.150926E+02   0.645983E-01  -0.484996E+02
  1411   0.762437E+03   0.149467E+02   0.645805E-01  -0.480726E+02
  1412   0.762947E+03   0.148033E+02   0.645624E-01  -0.476368E+02
  1413   0.763319E+03   0.146615E+02   0.645442E-01  -0.471932E+02
  1414   0.763775E+03   0.145215E+02   0.645258E-01  -0.467408E+02
  1415   0.764168E+03   0.143831E+02   0.645071E-01  -0.462811E+02
  1416   0.764572E+03   0.142471E+02   0.644882E-01  -0.458140E+02
  1417   0.764837E+03   0.141120E+02   0.644691E-01  -0.453403E+02
  1418   0.765113E+03   0.139794E+02   0.644497E-01  -0.448576E+02
  1419   0.765326E+03   0.138491E+02   0.644300E-01  -0.443689E+02
  1420   0.765549E+03   0.137212E+02   0.644101E-01  -0.438734E+02
  1421   0.765710E+03   0.135949E+02   0.643898E-01  -0.433709E+02
  1422   0.765881E+03   0.134710E+02   0.643693E-01  -0.428623E+02
  1423   0.765914E+03   0.133494E+02   0.643485E-01  -0.423475E+02
  1424   0.766033E+03   0.132302E+02   0.643273E-01  -0.418264E+02
  1425   0.766015E+03   0.131133E+02   0.643058E-01  -0.412996E+02
  1426   0.765933E+03   0.129987E+02   0.642839E-01  -0.407672E+02
  1427   0.765938E+03   0.128864E+02   0.642617E-01  -0.402290E+02
  1428   0.765804E+03   0.127758E+02   0.642391E-01  -0.396866E+02
  1429   0.765608E+03   0.126689E+02   0.642162E-01  -0.391375E+02
  1430   0.765423E+03   0.125635E+02   0.641928E-01  -0.385856E+02
  1431   0.765175E+03   0.124605E+02   0.641691E-01  -0.380276E+02
  1432   0.764865E+03   0.123605E+02   0.641450E-01  -0.374659E+02
  1433   0.764639E+03   0.122628E+02   0.641204E-01  -0.368996E+02
  1434   0.764277E+03   0.121681E+02   0.640955E-01  -0.363294E+02
  1435   0.763852E+03   0.120749E+02   0.640701E-01  -0.357559E+02
  1436   0.763439E+03   0.119847E+02   0.640442E-01  -0.351799E+02
  1437   0.762888E+03   0.118975E+02   0.640180E-01  -0.345991E+02
  1438   0.762348E+03   0.118118E+02   0.639913E-01  -0.340170E+02
  1439   0.761746E+03   0.117299E+02   0.639641E-01  -0.334300E+02
  1440   0.761155E+03   0.116502E+02   0.639365E-01  -0.328417E+02
  1441   0.760502E+03   0.115728E+02   0.639084E-01  -0.322521E+02
  1442   0.759785E+03   0.114983E+02   0.638799E-01  -0.316595E+02
  1443   0.759005E+03   0.114275E+02   0.638508E-01  -0.310639E+02
  1444   0.758237E+03   0.113582E+02   0.638214E-01  -0.304675E+02
  1445   0.757331E+03   0.112927E+02   0.637914E-01  -0.298702E+02
  1446   0.756511E+03   0.112286E+02   0.637609E-01  -0.292705E+02
  1447   0.755480E+03   0.111682E+02   0.637300E-01  -0.286683E+02
  1448   0.754533E+03   0.111108E+02   0.636986E-01  -0.280680E+02
  1449   0.753524E+03   0.110548E+02   0.636666E-01  -0.274658E+02
  1450   0.752451E+03   0.110026E+02   0.636342E-01  -0.268631E+02
  1451   0.751389E+03   0.109533E+02   0.636013E-01  -0.262614E+02
  1452   0.750190E+03   0.109062E+02   0.635679E-01  -0.256607E+02
  1453   0.749001E+03   0.108621E+02   0.635340E-01  -0.250585E+02
  1454   0.747824E+03   0.108209E+02   0.634996E-01  -0.244565E+02
  1455   0.746582E+03   0.107819E+02   0.634647E-01  -0.238559E+02
  1456   0.745277E+03   0.107467E+02   0.634293E-01  -0.232576E+02
  1457   0.743833E+03   0.107129E+02   0.633934E-01  -0.226592E+02
  1458   0.742475E+03   0.106828E+02   0.633570E-01  -0.220621E+02
  1459   0.741052E+03   0.106549E+02   0.633201E-01  -0.214656E+02
  1460   0.739565E+03   0.106308E+02   0.632827E-01  -0.208719E+02
  1461   0.738088E+03   0.106074E+02   0.632448E-01  -0.202810E+02
  1462   0.736547E+03   0.105877E+02   0.632063E-01  -0.196919E+02
  1463   0.734867E+03   0.105711E+02   0.631674E-01  -0.191047E+02
  1464   0.733271E+03   0.105566E+02   0.631280E-01  -0.185201E+02
  1465   0.731535E+03   0.105452E+02   0.630880E-01  -0.179387E+02
  1466   0.729884E+03   0.105367E+02   0.630476E-01  -0.173599E+02
  1467   0.728093E+03   0.105305E+02   0.630066E-01  -0.167849E+02
  1468   0.726311E+03   0.105273E+02   0.629651E-01  -0.162131E+02
  1469   0.724539E+03   0.105264E+02   0.629231E-01  -0.156451E+02
  1470   0.722552E+03   0.105277E+02   0.628806E-01  -0.150801E+02
  1471   0.720723E+03   0.105328E+02   0.628376E-01  -0.145203E+02
  1472   0.718828E+03   0.105402E+02   0.627941E-01  -0.139643E+02
  1473   0.716867E+03   0.105499E+02   0.627501E-01  -0.134133E+02
  1474   0.714765E+03   0.105619E+02   0.627056E-01  -0.128660E+02
  1475   0.712746E+03   0.105762E+02   0.626605E-01  -0.123237E+02
  1476   0.710661E+03   0.105935E+02   0.626149E-01  -0.117872E+02
  1477   0.708584E+03   0.106132E+02   0.625689E-01  -0.112548E+02
  1478   0.706439E+03   0.106352E+02   0.625223E-01  -0.107281E+02
  1479   0.704303E+03   0.106602E+02   0.624752E-01  -0.102073E+02
  1480   0.702099E+03   0.106876E+02   0.624275E-01  -0.969177E+01
  1481   0.699835E+03   0.107167E+02   0.623794E-01  -0.918201E+01
  1482   0.697586E+03   0.107488E+02   0.623308E-01  -0.867819E+01
  1483   0.695284E+03   0.107833E+02   0.622816E-01  -0.818055E+01
  1484   0.692982E+03   0.108194E+02   0.622319E-01  -0.768915E+01
  1485   0.690626E+03   0.108579E+02   0.621817E-01  -0.720422E+01
  1486   0.688239E+03   0.108995E+02   0.621310E-01  -0.672566E+01
  1487   0.685821E+03   0.109421E+02   0.620798E-01  -0.625389E+01
  1488   0.683395E+03   0.109878E+02   0.620280E-01  -0.578885E+01
  1489   0.680914E+03   0.110360E+02   0.619758E-01  -0.533089E+01
  1490   0.678416E+03   0.110851E+02   0.619230E-01  -0.487993E+01
  1491   0.675894E+03   0.111366E+02   0.618698E-01  -0.443629E+01
  1492   0.673355E+03   0.111906E+02   0.618160E-01  -0.399993E+01
  1493   0.670784E+03   0.112456E+02   0.617617E-01  -0.357108E+01
  1494   0.668187E+03   0.113031E+02   0.617069E-01  -0.314983E+01
  1495   0.665573E+03   0.113630E+02   0.616517E-01  -0.273626E+01
  1496   0.662933E+03   0.114248E+02   0.615959E-01  -0.233042E+01
  1497   0.660267E+03   0.114875E+02   0.615396E-01  -0.193250E+01
  1498   0.657590E+03   0.115528E+02   0.614828E-01  -0.154262E+01
  1499   0.654888E+03   0.116191E+02   0.614256E-01  -0.116075E+01
  1500   0.652166E+03   0.116880E+02   0.613679E-01  -0.787082E+00
  1501   0.649425E+03   0.117580E+02   0.613096E-01  -0.421521E+00
  1502   0.646665E+03   0.118298E+02   0.612510E-01  -0.645672E-01
  1503   0.643892E+03   0.119035E+02   0.611918E-01   0.283940E+00
  1504   0.641100E+03   0.119782E+02   0.611322E-01   0.624089E+00
  1505   0.638289E+03   0.120549E+02   0.610722E-01   0.955519E+00
  1506   0.635464E+03   0.121326E+02   0.610117E-01   0.127832E+01
  1507   0.632627E+03   0.122123E+02   0.609507E-01   0.159242E+01
  1508   0.629777E+03   0.122932E+02   0.608893E-01   0.189746E+01
  1509   0.626906E+03   0.123744E+02   0.608275E-01   0.219359E+01
  1510   0.624037E+03   0.124584E+02   0.607653E-01   0.248054E+01
  1511   0.621140E+03   0.125428E+02   0.607027E-01   0.275904E+01
  1512   0.618236E+03   0.126284E+02   0.606396E-01   0.302687E+01
  1513   0.615318E+03   0.127153E+02   0.605762E-01   0.328702E+01
  1514   0.612401E+03   0.128041E+02   0.605124E-01   0.353725E+01
  1515   0.609492E+03   0.128935E+02   0.604483E-01   0.377906E+01
  1516   0.606554E+03   0.129834E+02   0.603837E-01   0.401022E+01
  1517   0.603616E+03   0.130745E+02   0.603188E-01   0.423295E+01
  1518   0.600671E+03   0.131670E+02   0.602536E-01   0.444727E+01
  1519   0.597718E+03   0.132593E+02   0.601881E-01   0.465019E+01
  1520   0.594772E+03   0.133529E+02   0.601222E-01   0.484468E+01
  1521   0.591810E+03   0.134479E+02   0.600560E-01   0.503001E+01
  1522   0.588840E+03   0.135427E+02   0.599895E-01   0.520543E+01
  1523   0.585877E+03   0.136382E+02   0.599227E-01   0.537167E+01
  1524   0.582905E+03   0.137350E+02   0.598557E-01   0.552799E+01
  1525   0.579931E+03   0.138325E+02   0.597884E-01   0.567512E+01
  1526   0.576964E+03   0.139300E+02   0.597208E-01   0.581307E+01
  1527   0.573994E+03   0.140273E+02   0.596530E-01   0.594032E+01
  1528   0.571023E+03   0.141261E+02   0.595849E-01   0.605911E+01
  1529   0.568057E+03   0.142249E+02   0.595166E-01   0.616868E+01
  1530   0.565095E+03   0.143237E+02   0.594481E-01   0.626828E+01
  1531   0.562131E+03   0.144232E+02   0.593794E-01   0.635790E+01
  1532   0.559180E+03   0.145234E+02   0.593105E-01   0.643901E+01
  1533   0.556225E+03   0.146230E+02   0.592415E-01   0.651160E+01
  1534   0.553282E+03   0.147233E+02   0.591722E-01   0.657268E+01
  1535   0.550342E+03   0.148237E+02   0.591028E-01   0.662596E+01
  1536   0.547407E+03   0.149234E+02   0.590332E-01   0.666918E+01
  1537   0.544490E+03   0.150240E+02   0.589635E-01   0.670308E+01
  1538   0.541584E+03   0.151246E+02   0.588937E-01   0.672838E+01
  1539   0.538651E+03   0.152239E+02   0.588237E-01   0.674432E+01
  1540   0.535751E+03   0.153233E+02   0.587536E-01   0.675162E+01
  1541   0.532861E+03   0.154236E+02   0.586834E-01   0.674878E+01
  1542   0.529982E+03   0.155233E+02   0.586131E-01   0.673800E+01
  1543   0.527104E+03   0.156217E+02   0.585427E-01   0.671704E+01
  1544   0.524244E+03   0.157211E+02   0.584722E-01   0.668809E+01
  1545   0.521401E+03   0.158191E+02   0.584017E-01   0.665041E+01
  1546   0.518560E+03   0.159167E+02   0.583311E-01   0.660320E+01
  1547   0.515735E+03   0.160144E+02   0.582604E-01   0.654795E+01
