#    L    TT             EE             BB             TE             PP             TP             EP          
  1763   0.375013E+03   0.684183E+01   0.000000E+00  -0.189438E+02   0.133057E-08   0.192880E-05  -0.139042E-07
  1764   0.374578E+03   0.678975E+01   0.000000E+00  -0.186179E+02   0.132864E-08   0.192550E-05  -0.165629E-07
  1765   0.374106E+03   0.673944E+01   0.000000E+00  -0.182908E+02   0.132671E-08   0.192224E-05  -0.192262E-07
  1766   0.373620E+03   0.669107E+01   0.000000E+00  -0.179640E+02   0.132479E-08   0.191898E-05  -0.218910E-07
  1767   0.373112E+03   0.664463E+01   0.000000E+00  -0.176361E+02   0.132287E-08   0.191570E-05  -0.245542E-07
  1768   0.372581E+03   0.660026E+01   0.000000E+00  -0.173086E+02   0.132095E-08   0.191238E-05  -0.272127E-07
  1769   0.372036E+03   0.655784E+01   0.000000E+00  -0.169820E+02   0.131904E-08   0.190898E-05  -0.298633E-07
  1770   0.371461E+03   0.651728E+01   0.000000E+00  -0.166544E+02   0.131713E-08   0.190548E-05  -0.325030E-07
  1771   0.370871E+03   0.647881E+01   0.000000E+00  -0.163278E+02   0.131522E-08   0.190186E-05  -0.351286E-07
  1772   0.370266E+03   0.644221E+01   0.000000E+00  -0.160023E+02   0.131332E-08   0.189808E-05  -0.377370E-07
  1773   0.369624E+03   0.640755E+01   0.000000E+00  -0.156756E+02   0.131141E-08   0.189412E-05  -0.403250E-07
  1774   0.368975E+03   0.637492E+01   0.000000E+00  -0.153514E+02   0.130952E-08   0.188995E-05  -0.428897E-07
  1775   0.368303E+03   0.634423E+01   0.000000E+00  -0.150277E+02   0.130762E-08   0.188554E-05  -0.454278E-07
  1776   0.367617E+03   0.631542E+01   0.000000E+00  -0.147042E+02   0.130573E-08   0.188087E-05  -0.479362E-07
  1777   0.366892E+03   0.628872E+01   0.000000E+00  -0.143833E+02   0.130384E-08   0.187592E-05  -0.504119E-07
  1778   0.366161E+03   0.626383E+01   0.000000E+00  -0.140627E+02   0.130196E-08   0.187064E-05  -0.528517E-07
  1779   0.365406E+03   0.624097E+01   0.000000E+00  -0.137439E+02   0.130007E-08   0.186502E-05  -0.552525E-07
  1780   0.364637E+03   0.621999E+01   0.000000E+00  -0.134262E+02   0.129819E-08   0.185903E-05  -0.576111E-07
  1781   0.363852E+03   0.620091E+01   0.000000E+00  -0.131103E+02   0.129632E-08   0.185265E-05  -0.599245E-07
  1782   0.363030E+03   0.618379E+01   0.000000E+00  -0.127962E+02   0.129444E-08   0.184583E-05  -0.621895E-07
  1783   0.362200E+03   0.616857E+01   0.000000E+00  -0.124839E+02   0.129257E-08   0.183857E-05  -0.644031E-07
  1784   0.361362E+03   0.615516E+01   0.000000E+00  -0.121727E+02   0.129071E-08   0.183083E-05  -0.665621E-07
  1785   0.360494E+03   0.614373E+01   0.000000E+00  -0.118648E+02   0.128884E-08   0.182258E-05  -0.686634E-07
  1786   0.359611E+03   0.613413E+01   0.000000E+00  -0.115587E+02   0.128698E-08   0.181379E-05  -0.707038E-07
  1787   0.358712E+03   0.612651E+01   0.000000E+00  -0.112544E+02   0.128512E-08   0.180445E-05  -0.726803E-07
  1788   0.357798E+03   0.612064E+01   0.000000E+00  -0.109542E+02   0.128327E-08   0.179452E-05  -0.745898E-07
  1789   0.356861E+03   0.611660E+01   0.000000E+00  -0.106550E+02   0.128142E-08   0.178398E-05  -0.764291E-07
  1790   0.355901E+03   0.611441E+01   0.000000E+00  -0.103591E+02   0.127957E-08   0.177279E-05  -0.781951E-07
  1791   0.354933E+03   0.611397E+01   0.000000E+00  -0.100665E+02   0.127772E-08   0.176094E-05  -0.798847E-07
  1792   0.353949E+03   0.611538E+01   0.000000E+00  -0.977569E+01   0.127588E-08   0.174839E-05  -0.814948E-07
  1793   0.352935E+03   0.611855E+01   0.000000E+00  -0.948819E+01   0.127404E-08   0.173512E-05  -0.830222E-07
  1794   0.351920E+03   0.612342E+01   0.000000E+00  -0.920398E+01   0.127220E-08   0.172110E-05  -0.844639E-07
  1795   0.350889E+03   0.613021E+01   0.000000E+00  -0.892306E+01   0.127037E-08   0.170631E-05  -0.858167E-07
  1796   0.349813E+03   0.613863E+01   0.000000E+00  -0.864469E+01   0.126854E-08   0.169071E-05  -0.870776E-07
  1797   0.348759E+03   0.614868E+01   0.000000E+00  -0.837035E+01   0.126671E-08   0.167428E-05  -0.882433E-07
  1798   0.347673E+03   0.616043E+01   0.000000E+00  -0.809856E+01   0.126489E-08   0.165699E-05  -0.893108E-07
  1799   0.346572E+03   0.617397E+01   0.000000E+00  -0.783081E+01   0.126307E-08   0.163882E-05  -0.902770E-07
  1800   0.345463E+03   0.618914E+01   0.000000E+00  -0.756709E+01   0.126125E-08   0.161974E-05  -0.911388E-07
  1801   0.344345E+03   0.620587E+01   0.000000E+00  -0.730636E+01   0.125943E-08   0.159973E-05  -0.918942E-07
  1802   0.343218E+03   0.622417E+01   0.000000E+00  -0.704982E+01   0.125762E-08   0.157886E-05  -0.925465E-07
  1803   0.342068E+03   0.624411E+01   0.000000E+00  -0.679763E+01   0.125581E-08   0.155719E-05  -0.931000E-07
  1804   0.340895E+03   0.626555E+01   0.000000E+00  -0.654837E+01   0.125400E-08   0.153480E-05  -0.935592E-07
  1805   0.339714E+03   0.628863E+01   0.000000E+00  -0.630363E+01   0.125220E-08   0.151176E-05  -0.939285E-07
  1806   0.338531E+03   0.631329E+01   0.000000E+00  -0.606295E+01   0.125040E-08   0.148813E-05  -0.942122E-07
  1807   0.337325E+03   0.633945E+01   0.000000E+00  -0.582657E+01   0.124860E-08   0.146400E-05  -0.944149E-07
  1808   0.336110E+03   0.636689E+01   0.000000E+00  -0.559428E+01   0.124680E-08   0.143943E-05  -0.945408E-07
  1809   0.334887E+03   0.639568E+01   0.000000E+00  -0.536646E+01   0.124501E-08   0.141449E-05  -0.945945E-07
  1810   0.333655E+03   0.642605E+01   0.000000E+00  -0.514310E+01   0.124322E-08   0.138926E-05  -0.945803E-07
  1811   0.332400E+03   0.645779E+01   0.000000E+00  -0.492415E+01   0.124143E-08   0.136381E-05  -0.945026E-07
  1812   0.331144E+03   0.649096E+01   0.000000E+00  -0.470991E+01   0.123965E-08   0.133821E-05  -0.943659E-07
  1813   0.329879E+03   0.652542E+01   0.000000E+00  -0.450023E+01   0.123787E-08   0.131253E-05  -0.941745E-07
  1814   0.328598E+03   0.656117E+01   0.000000E+00  -0.429528E+01   0.123609E-08   0.128684E-05  -0.939329E-07
  1815   0.327316E+03   0.659821E+01   0.000000E+00  -0.409506E+01   0.123432E-08   0.126122E-05  -0.936454E-07
  1816   0.326026E+03   0.663648E+01   0.000000E+00  -0.389981E+01   0.123255E-08   0.123573E-05  -0.933165E-07
  1817   0.324719E+03   0.667597E+01   0.000000E+00  -0.370922E+01   0.123078E-08   0.121045E-05  -0.929507E-07
  1818   0.323404E+03   0.671668E+01   0.000000E+00  -0.352361E+01   0.122901E-08   0.118544E-05  -0.925522E-07
  1819   0.322065E+03   0.675870E+01   0.000000E+00  -0.334306E+01   0.122725E-08   0.116079E-05  -0.921255E-07
  1820   0.320740E+03   0.680164E+01   0.000000E+00  -0.316751E+01   0.122549E-08   0.113656E-05  -0.916750E-07
  1821   0.319413E+03   0.684582E+01   0.000000E+00  -0.299702E+01   0.122373E-08   0.111283E-05  -0.912052E-07
  1822   0.318071E+03   0.689100E+01   0.000000E+00  -0.283169E+01   0.122197E-08   0.108966E-05  -0.907204E-07
  1823   0.316750E+03   0.693735E+01   0.000000E+00  -0.267152E+01   0.122022E-08   0.106712E-05  -0.902251E-07
  1824   0.315397E+03   0.698441E+01   0.000000E+00  -0.251645E+01   0.121847E-08   0.104530E-05  -0.897236E-07
  1825   0.314044E+03   0.703241E+01   0.000000E+00  -0.236678E+01   0.121672E-08   0.102426E-05  -0.892203E-07
  1826   0.312681E+03   0.708218E+01   0.000000E+00  -0.222230E+01   0.121498E-08   0.100406E-05  -0.887198E-07
  1827   0.311325E+03   0.713251E+01   0.000000E+00  -0.208308E+01   0.121324E-08   0.984796E-06  -0.882263E-07
  1828   0.309953E+03   0.718364E+01   0.000000E+00  -0.194928E+01   0.121150E-08   0.966524E-06  -0.877443E-07
  1829   0.308580E+03   0.723484E+01   0.000000E+00  -0.182077E+01   0.120977E-08   0.949318E-06  -0.872783E-07
  1830   0.307205E+03   0.728831E+01   0.000000E+00  -0.169761E+01   0.120803E-08   0.933250E-06  -0.868325E-07
  1831   0.305829E+03   0.734185E+01   0.000000E+00  -0.157991E+01   0.120630E-08   0.918393E-06  -0.864115E-07
  1832   0.304444E+03   0.739620E+01   0.000000E+00  -0.146765E+01   0.120458E-08   0.904818E-06  -0.860196E-07
  1833   0.303065E+03   0.745135E+01   0.000000E+00  -0.136071E+01   0.120285E-08   0.892596E-06  -0.856612E-07
  1834   0.301685E+03   0.750657E+01   0.000000E+00  -0.125946E+01   0.120113E-08   0.881798E-06  -0.853408E-07
  1835   0.300296E+03   0.756334E+01   0.000000E+00  -0.116339E+01   0.119941E-08   0.872498E-06  -0.850627E-07
  1836   0.298905E+03   0.762167E+01   0.000000E+00  -0.107302E+01   0.119770E-08   0.864765E-06  -0.848314E-07
  1837   0.297521E+03   0.767859E+01   0.000000E+00  -0.988069E+00   0.119598E-08   0.858673E-06  -0.846513E-07
  1838   0.296136E+03   0.773706E+01   0.000000E+00  -0.908688E+00   0.119427E-08   0.854292E-06  -0.845268E-07
  1839   0.294741E+03   0.779636E+01   0.000000E+00  -0.834739E+00   0.119257E-08   0.851694E-06  -0.844623E-07
  1840   0.293360E+03   0.785499E+01   0.000000E+00  -0.766376E+00   0.119086E-08   0.850951E-06  -0.844622E-07
  1841   0.291978E+03   0.791518E+01   0.000000E+00  -0.703459E+00   0.118916E-08   0.852134E-06  -0.845309E-07
  1842   0.290594E+03   0.797546E+01   0.000000E+00  -0.646069E+00   0.118746E-08   0.855315E-06  -0.846728E-07
  1843   0.289209E+03   0.803582E+01   0.000000E+00  -0.594214E+00   0.118576E-08   0.860566E-06  -0.848924E-07
  1844   0.287830E+03   0.809701E+01   0.000000E+00  -0.547752E+00   0.118407E-08   0.867957E-06  -0.851940E-07
  1845   0.286471E+03   0.815829E+01   0.000000E+00  -0.506841E+00   0.118238E-08   0.877562E-06  -0.855820E-07
  1846   0.285089E+03   0.822040E+01   0.000000E+00  -0.471264E+00   0.118069E-08   0.889451E-06  -0.860610E-07
  1847   0.283721E+03   0.828260E+01   0.000000E+00  -0.441326E+00   0.117900E-08   0.903696E-06  -0.866351E-07
  1848   0.282350E+03   0.834489E+01   0.000000E+00  -0.416663E+00   0.117732E-08   0.920368E-06  -0.873090E-07
  1849   0.280986E+03   0.840728E+01   0.000000E+00  -0.397431E+00   0.117564E-08   0.939540E-06  -0.880870E-07
  1850   0.279628E+03   0.846977E+01   0.000000E+00  -0.383563E+00   0.117396E-08   0.961283E-06  -0.889734E-07
  1851   0.278253E+03   0.853309E+01   0.000000E+00  -0.375068E+00   0.117228E-08   0.985641E-06  -0.899714E-07
  1852   0.276914E+03   0.859726E+01   0.000000E+00  -0.371951E+00   0.117061E-08   0.101255E-05  -0.910779E-07
  1853   0.275559E+03   0.866005E+01   0.000000E+00  -0.374071E+00   0.116894E-08   0.104190E-05  -0.922889E-07
  1854   0.274217E+03   0.872292E+01   0.000000E+00  -0.381585E+00   0.116727E-08   0.107362E-05  -0.935999E-07
  1855   0.272881E+03   0.878516E+01   0.000000E+00  -0.394277E+00   0.116561E-08   0.110760E-05  -0.950068E-07
  1856   0.271559E+03   0.884824E+01   0.000000E+00  -0.412079E+00   0.116395E-08   0.114375E-05  -0.965052E-07
  1857   0.270235E+03   0.891215E+01   0.000000E+00  -0.435147E+00   0.116229E-08   0.118197E-05  -0.980909E-07
  1858   0.268917E+03   0.897468E+01   0.000000E+00  -0.463340E+00   0.116063E-08   0.122217E-05  -0.997596E-07
  1859   0.267613E+03   0.903805E+01   0.000000E+00  -0.496739E+00   0.115898E-08   0.126425E-05  -0.101507E-06
  1860   0.266307E+03   0.910002E+01   0.000000E+00  -0.535055E+00   0.115733E-08   0.130813E-05  -0.103329E-06
  1861   0.265023E+03   0.916284E+01   0.000000E+00  -0.578517E+00   0.115568E-08   0.135369E-05  -0.105221E-06
  1862   0.263744E+03   0.922501E+01   0.000000E+00  -0.626836E+00   0.115403E-08   0.140086E-05  -0.107179E-06
  1863   0.262457E+03   0.928728E+01   0.000000E+00  -0.680018E+00   0.115239E-08   0.144953E-05  -0.109199E-06
  1864   0.261198E+03   0.935038E+01   0.000000E+00  -0.738145E+00   0.115075E-08   0.149962E-05  -0.111276E-06
  1865   0.259937E+03   0.941210E+01   0.000000E+00  -0.801076E+00   0.114911E-08   0.155101E-05  -0.113406E-06
  1866   0.258698E+03   0.947316E+01   0.000000E+00  -0.868818E+00   0.114747E-08   0.160363E-05  -0.115585E-06
  1867   0.257450E+03   0.953433E+01   0.000000E+00  -0.941081E+00   0.114584E-08   0.165737E-05  -0.117809E-06
  1868   0.256223E+03   0.959484E+01   0.000000E+00  -0.101817E+01   0.114421E-08   0.171215E-05  -0.120073E-06
  1869   0.255010E+03   0.965471E+01   0.000000E+00  -0.109972E+01   0.114258E-08   0.176785E-05  -0.122373E-06
  1870   0.253803E+03   0.971467E+01   0.000000E+00  -0.118596E+01   0.114095E-08   0.182441E-05  -0.124705E-06
  1871   0.252602E+03   0.977472E+01   0.000000E+00  -0.127652E+01   0.113933E-08   0.188170E-05  -0.127064E-06
  1872   0.251423E+03   0.983338E+01   0.000000E+00  -0.137165E+01   0.113771E-08   0.193965E-05  -0.129447E-06
  1873   0.250249E+03   0.989214E+01   0.000000E+00  -0.147104E+01   0.113609E-08   0.199815E-05  -0.131848E-06
  1874   0.249090E+03   0.994950E+01   0.000000E+00  -0.157478E+01   0.113447E-08   0.205712E-05  -0.134265E-06
  1875   0.247944E+03   0.100070E+02   0.000000E+00  -0.168272E+01   0.113286E-08   0.211645E-05  -0.136691E-06
  1876   0.246804E+03   0.100638E+02   0.000000E+00  -0.179473E+01   0.113125E-08   0.217606E-05  -0.139124E-06
  1877   0.245678E+03   0.101199E+02   0.000000E+00  -0.191089E+01   0.112964E-08   0.223584E-05  -0.141559E-06
  1878   0.244559E+03   0.101747E+02   0.000000E+00  -0.203105E+01   0.112804E-08   0.229571E-05  -0.143991E-06
  1879   0.243460E+03   0.102288E+02   0.000000E+00  -0.215501E+01   0.112644E-08   0.235556E-05  -0.146416E-06
  1880   0.242376E+03   0.102822E+02   0.000000E+00  -0.228298E+01   0.112483E-08   0.241530E-05  -0.148831E-06
  1881   0.241305E+03   0.103351E+02   0.000000E+00  -0.241461E+01   0.112324E-08   0.247485E-05  -0.151231E-06
  1882   0.240241E+03   0.103879E+02   0.000000E+00  -0.254990E+01   0.112164E-08   0.253410E-05  -0.153611E-06
  1883   0.239198E+03   0.104387E+02   0.000000E+00  -0.268886E+01   0.112005E-08   0.259295E-05  -0.155967E-06
  1884   0.238169E+03   0.104903E+02   0.000000E+00  -0.283135E+01   0.111846E-08   0.265132E-05  -0.158295E-06
  1885   0.237153E+03   0.105398E+02   0.000000E+00  -0.297738E+01   0.111687E-08   0.270911E-05  -0.160591E-06
  1886   0.236145E+03   0.105893E+02   0.000000E+00  -0.312665E+01   0.111529E-08   0.276622E-05  -0.162850E-06
  1887   0.235150E+03   0.106375E+02   0.000000E+00  -0.327940E+01   0.111370E-08   0.282256E-05  -0.165069E-06
  1888   0.234184E+03   0.106842E+02   0.000000E+00  -0.343526E+01   0.111212E-08   0.287804E-05  -0.167242E-06
  1889   0.233217E+03   0.107303E+02   0.000000E+00  -0.359431E+01   0.111054E-08   0.293255E-05  -0.169367E-06
  1890   0.232271E+03   0.107758E+02   0.000000E+00  -0.375649E+01   0.110897E-08   0.298601E-05  -0.171437E-06
  1891   0.231347E+03   0.108206E+02   0.000000E+00  -0.392150E+01   0.110739E-08   0.303832E-05  -0.173450E-06
  1892   0.230429E+03   0.108640E+02   0.000000E+00  -0.408959E+01   0.110582E-08   0.308939E-05  -0.175400E-06
  1893   0.229525E+03   0.109067E+02   0.000000E+00  -0.426029E+01   0.110426E-08   0.313911E-05  -0.177284E-06
  1894   0.228643E+03   0.109480E+02   0.000000E+00  -0.443364E+01   0.110269E-08   0.318740E-05  -0.179097E-06
  1895   0.227768E+03   0.109887E+02   0.000000E+00  -0.460970E+01   0.110113E-08   0.323417E-05  -0.180835E-06
  1896   0.226913E+03   0.110288E+02   0.000000E+00  -0.478833E+01   0.109957E-08   0.327930E-05  -0.182494E-06
  1897   0.226081E+03   0.110667E+02   0.000000E+00  -0.496940E+01   0.109801E-08   0.332272E-05  -0.184070E-06
  1898   0.225255E+03   0.111039E+02   0.000000E+00  -0.515298E+01   0.109645E-08   0.336433E-05  -0.185558E-06
  1899   0.224450E+03   0.111405E+02   0.000000E+00  -0.533871E+01   0.109490E-08   0.340402E-05  -0.186953E-06
  1900   0.223652E+03   0.111749E+02   0.000000E+00  -0.552675E+01   0.109335E-08   0.344172E-05  -0.188253E-06
  1901   0.222876E+03   0.112087E+02   0.000000E+00  -0.571703E+01   0.109180E-08   0.347733E-05  -0.189452E-06
  1902   0.222122E+03   0.112411E+02   0.000000E+00  -0.590925E+01   0.109025E-08   0.351081E-05  -0.190550E-06
  1903   0.221374E+03   0.112721E+02   0.000000E+00  -0.610312E+01   0.108871E-08   0.354216E-05  -0.191547E-06
  1904   0.220662E+03   0.113031E+02   0.000000E+00  -0.629833E+01   0.108717E-08   0.357133E-05  -0.192442E-06
  1905   0.219935E+03   0.113320E+02   0.000000E+00  -0.649609E+01   0.108563E-08   0.359832E-05  -0.193234E-06
  1906   0.219238E+03   0.113595E+02   0.000000E+00  -0.669565E+01   0.108409E-08   0.362309E-05  -0.193924E-06
  1907   0.218562E+03   0.113871E+02   0.000000E+00  -0.689552E+01   0.108255E-08   0.364564E-05  -0.194510E-06
  1908   0.217900E+03   0.114125E+02   0.000000E+00  -0.709793E+01   0.108102E-08   0.366592E-05  -0.194993E-06
  1909   0.217245E+03   0.114365E+02   0.000000E+00  -0.730065E+01   0.107949E-08   0.368392E-05  -0.195372E-06
  1910   0.216612E+03   0.114606E+02   0.000000E+00  -0.750518E+01   0.107796E-08   0.369962E-05  -0.195646E-06
  1911   0.216001E+03   0.114826E+02   0.000000E+00  -0.771151E+01   0.107644E-08   0.371300E-05  -0.195815E-06
  1912   0.215405E+03   0.115031E+02   0.000000E+00  -0.791741E+01   0.107492E-08   0.372403E-05  -0.195878E-06
  1913   0.214830E+03   0.115221E+02   0.000000E+00  -0.812438E+01   0.107340E-08   0.373268E-05  -0.195836E-06
  1914   0.214262E+03   0.115398E+02   0.000000E+00  -0.833241E+01   0.107188E-08   0.373894E-05  -0.195687E-06
  1915   0.213717E+03   0.115568E+02   0.000000E+00  -0.854150E+01   0.107036E-08   0.374279E-05  -0.195431E-06
  1916   0.213178E+03   0.115723E+02   0.000000E+00  -0.875091E+01   0.106885E-08   0.374420E-05  -0.195069E-06
  1917   0.212669E+03   0.115857E+02   0.000000E+00  -0.896139E+01   0.106734E-08   0.374314E-05  -0.194598E-06
  1918   0.212167E+03   0.115992E+02   0.000000E+00  -0.917219E+01   0.106583E-08   0.373960E-05  -0.194020E-06
  1919   0.211688E+03   0.116104E+02   0.000000E+00  -0.938331E+01   0.106432E-08   0.373355E-05  -0.193332E-06
  1920   0.211223E+03   0.116203E+02   0.000000E+00  -0.959476E+01   0.106282E-08   0.372497E-05  -0.192536E-06
  1921   0.210765E+03   0.116294E+02   0.000000E+00  -0.980579E+01   0.106132E-08   0.371384E-05  -0.191631E-06
  1922   0.210337E+03   0.116364E+02   0.000000E+00  -0.100171E+02   0.105982E-08   0.370014E-05  -0.190615E-06
  1923   0.209916E+03   0.116426E+02   0.000000E+00  -0.102281E+02   0.105832E-08   0.368383E-05  -0.189489E-06
  1924   0.209503E+03   0.116474E+02   0.000000E+00  -0.104394E+02   0.105682E-08   0.366491E-05  -0.188253E-06
  1925   0.209126E+03   0.116501E+02   0.000000E+00  -0.106510E+02   0.105533E-08   0.364334E-05  -0.186905E-06
  1926   0.208750E+03   0.116528E+02   0.000000E+00  -0.108614E+02   0.105384E-08   0.361910E-05  -0.185446E-06
  1927   0.208381E+03   0.116540E+02   0.000000E+00  -0.110729E+02   0.105235E-08   0.359217E-05  -0.183874E-06
  1928   0.208050E+03   0.116538E+02   0.000000E+00  -0.112810E+02   0.105087E-08   0.356253E-05  -0.182190E-06
  1929   0.207719E+03   0.116522E+02   0.000000E+00  -0.114910E+02   0.104938E-08   0.353016E-05  -0.180393E-06
  1930   0.207410E+03   0.116490E+02   0.000000E+00  -0.116990E+02   0.104790E-08   0.349503E-05  -0.178483E-06
  1931   0.207123E+03   0.116437E+02   0.000000E+00  -0.119067E+02   0.104642E-08   0.345712E-05  -0.176458E-06
  1932   0.206844E+03   0.116385E+02   0.000000E+00  -0.121132E+02   0.104495E-08   0.341641E-05  -0.174320E-06
  1933   0.206580E+03   0.116310E+02   0.000000E+00  -0.123193E+02   0.104347E-08   0.337287E-05  -0.172066E-06
  1934   0.206332E+03   0.116228E+02   0.000000E+00  -0.125242E+02   0.104200E-08   0.332648E-05  -0.169698E-06
  1935   0.206098E+03   0.116124E+02   0.000000E+00  -0.127280E+02   0.104053E-08   0.327722E-05  -0.167214E-06
  1936   0.205880E+03   0.116021E+02   0.000000E+00  -0.129307E+02   0.103906E-08   0.322506E-05  -0.164614E-06
  1937   0.205669E+03   0.115880E+02   0.000000E+00  -0.131314E+02   0.103760E-08   0.316999E-05  -0.161897E-06
  1938   0.205481E+03   0.115747E+02   0.000000E+00  -0.133310E+02   0.103613E-08   0.311198E-05  -0.159063E-06
  1939   0.205308E+03   0.115592E+02   0.000000E+00  -0.135295E+02   0.103467E-08   0.305101E-05  -0.156112E-06
  1940   0.205143E+03   0.115430E+02   0.000000E+00  -0.137268E+02   0.103321E-08   0.298705E-05  -0.153043E-06
  1941   0.205001E+03   0.115253E+02   0.000000E+00  -0.139215E+02   0.103176E-08   0.292008E-05  -0.149856E-06
  1942   0.204860E+03   0.115062E+02   0.000000E+00  -0.141151E+02   0.103030E-08   0.285009E-05  -0.146550E-06
  1943   0.204741E+03   0.114863E+02   0.000000E+00  -0.143075E+02   0.102885E-08   0.277704E-05  -0.143125E-06
  1944   0.204638E+03   0.114634E+02   0.000000E+00  -0.144973E+02   0.102740E-08   0.270091E-05  -0.139580E-06
  1945   0.204535E+03   0.114413E+02   0.000000E+00  -0.146844E+02   0.102595E-08   0.262169E-05  -0.135915E-06
  1946   0.204455E+03   0.114170E+02   0.000000E+00  -0.148712E+02   0.102450E-08   0.253934E-05  -0.132130E-06
  1947   0.204376E+03   0.113919E+02   0.000000E+00  -0.150546E+02   0.102306E-08   0.245385E-05  -0.128224E-06
  1948   0.204327E+03   0.113654E+02   0.000000E+00  -0.152369E+02   0.102162E-08   0.236520E-05  -0.124197E-06
  1949   0.204279E+03   0.113366E+02   0.000000E+00  -0.154158E+02   0.102018E-08   0.227335E-05  -0.120047E-06
  1950   0.204247E+03   0.113079E+02   0.000000E+00  -0.155935E+02   0.101874E-08   0.217829E-05  -0.115776E-06
  1951   0.204230E+03   0.112783E+02   0.000000E+00  -0.157679E+02   0.101731E-08   0.208003E-05  -0.111383E-06
  1952   0.204221E+03   0.112459E+02   0.000000E+00  -0.159404E+02   0.101588E-08   0.197873E-05  -0.106876E-06
  1953   0.204228E+03   0.112134E+02   0.000000E+00  -0.161103E+02   0.101445E-08   0.187457E-05  -0.102265E-06
  1954   0.204243E+03   0.111794E+02   0.000000E+00  -0.162776E+02   0.101302E-08   0.176774E-05  -0.975564E-07
  1955   0.204267E+03   0.111446E+02   0.000000E+00  -0.164429E+02   0.101159E-08   0.165844E-05  -0.927608E-07
  1956   0.204298E+03   0.111084E+02   0.000000E+00  -0.166049E+02   0.101017E-08   0.154686E-05  -0.878865E-07
  1957   0.204375E+03   0.110707E+02   0.000000E+00  -0.167642E+02   0.100874E-08   0.143318E-05  -0.829422E-07
  1958   0.204409E+03   0.110322E+02   0.000000E+00  -0.169208E+02   0.100732E-08   0.131760E-05  -0.779367E-07
  1959   0.204480E+03   0.109922E+02   0.000000E+00  -0.170748E+02   0.100591E-08   0.120030E-05  -0.728789E-07
  1960   0.204552E+03   0.109522E+02   0.000000E+00  -0.172261E+02   0.100449E-08   0.108148E-05  -0.677776E-07
  1961   0.204640E+03   0.109107E+02   0.000000E+00  -0.173740E+02   0.100308E-08   0.961318E-06  -0.626414E-07
  1962   0.204736E+03   0.108685E+02   0.000000E+00  -0.175185E+02   0.100167E-08   0.840015E-06  -0.574793E-07
  1963   0.204840E+03   0.108247E+02   0.000000E+00  -0.176595E+02   0.100026E-08   0.717758E-06  -0.522999E-07
  1964   0.204953E+03   0.107802E+02   0.000000E+00  -0.177979E+02   0.998850E-09   0.594736E-06  -0.471122E-07
  1965   0.205082E+03   0.107341E+02   0.000000E+00  -0.179328E+02   0.997445E-09   0.471139E-06  -0.419248E-07
  1966   0.205211E+03   0.106866E+02   0.000000E+00  -0.180650E+02   0.996042E-09   0.347159E-06  -0.367467E-07
  1967   0.205356E+03   0.106390E+02   0.000000E+00  -0.181937E+02   0.994641E-09   0.222983E-06  -0.315865E-07
  1968   0.205495E+03   0.105899E+02   0.000000E+00  -0.183190E+02   0.993242E-09   0.988037E-07  -0.264530E-07
  1969   0.205656E+03   0.105401E+02   0.000000E+00  -0.184408E+02   0.991845E-09  -0.251902E-07  -0.213552E-07
  1970   0.205812E+03   0.104909E+02   0.000000E+00  -0.185592E+02   0.990451E-09  -0.148808E-06  -0.163016E-07
  1971   0.205983E+03   0.104395E+02   0.000000E+00  -0.186741E+02   0.989058E-09  -0.271861E-06  -0.113013E-07
  1972   0.206155E+03   0.103866E+02   0.000000E+00  -0.187847E+02   0.987668E-09  -0.394158E-06  -0.636280E-08
  1973   0.206335E+03   0.103344E+02   0.000000E+00  -0.188926E+02   0.986280E-09  -0.515508E-06  -0.149507E-08
  1974   0.206532E+03   0.102799E+02   0.000000E+00  -0.189970E+02   0.984893E-09  -0.635723E-06   0.329315E-08
  1975   0.206721E+03   0.102254E+02   0.000000E+00  -0.190980E+02   0.983509E-09  -0.754612E-06   0.799305E-08
  1976   0.206919E+03   0.101694E+02   0.000000E+00  -0.191946E+02   0.982127E-09  -0.871985E-06   0.125959E-07
  1977   0.207126E+03   0.101133E+02   0.000000E+00  -0.192878E+02   0.980747E-09  -0.987652E-06   0.170928E-07
  1978   0.207334E+03   0.100564E+02   0.000000E+00  -0.193767E+02   0.979369E-09  -0.110142E-05   0.214750E-07
  1979   0.207550E+03   0.999879E+01   0.000000E+00  -0.194621E+02   0.977993E-09  -0.121311E-05   0.257338E-07
  1980   0.207774E+03   0.994035E+01   0.000000E+00  -0.195439E+02   0.976619E-09  -0.132252E-05   0.298603E-07
  1981   0.207992E+03   0.988112E+01   0.000000E+00  -0.196215E+02   0.975247E-09  -0.142946E-05   0.338458E-07
  1982   0.208219E+03   0.982111E+01   0.000000E+00  -0.196955E+02   0.973877E-09  -0.153375E-05   0.376813E-07
  1983   0.208454E+03   0.976030E+01   0.000000E+00  -0.197660E+02   0.972509E-09  -0.163519E-05   0.413583E-07
  1984   0.208690E+03   0.969944E+01   0.000000E+00  -0.198322E+02   0.971143E-09  -0.173359E-05   0.448678E-07
  1985   0.208934E+03   0.963705E+01   0.000000E+00  -0.198949E+02   0.969779E-09  -0.182877E-05   0.482012E-07
  1986   0.209172E+03   0.957460E+01   0.000000E+00  -0.199532E+02   0.968417E-09  -0.192053E-05   0.513495E-07
  1987   0.209412E+03   0.951210E+01   0.000000E+00  -0.200080E+02   0.967058E-09  -0.200868E-05   0.543039E-07
